id,trade_name,generic_name,active_ingredient,company,gtin,barcode,strength,form,package_size,price_range,requires_prescription,storage_conditions,category
med_00826,Advil 400mg,Advil,Paracetamol,GlaxoSmithKline,6223002477931,6223002328512,400mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00827,Advil,Advil,Diclofenac,GlaxoSmithKline,6223001100920,6221002527862,1000mg,Tablet,100 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00828,Advil,Advil,Diclofenac,GlaxoSmithKline,6221002945055,6221001519958,200mg,Tablet,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00829,Ibuprofen 1000mg,Ibuprofen,Ibuprofen,GlaxoSmithKline,6222002594932,6223001483862,1000mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00830,Ibuprofen,Ibuprofen,Ibuprofen,GlaxoSmithKline,6222002295340,6221001387373,1000mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00831,Ibuprofen,Ibuprofen,Ibuprofen,GlaxoSmithKline,6221003457563,6222001657442,200mg,Injection,1ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00832,Advil 1000mg,Advil,Diclofenac,GlaxoSmithKline,6222001136540,6221003210546,1000mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00833,Advil,Advil,Ibuprofen,GlaxoSmithKline,6223002107620,6222001164212,400mg,Suppository,12,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00834,Advil,Advil,Diclofenac,GlaxoSmithKline,6222002123470,6221002554412,400mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00835,Ibuprofen 500mg,Ibuprofen,Ibuprofen,GlaxoSmithKline,6221001406644,6221003841724,500mg,Tablet,100 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00836,Ibuprofen,Ibuprofen,Ibuprofen,GlaxoSmithKline,6222002665551,6222002358871,200mg,Tablet,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00837,Ibuprofen,Ibuprofen,Ibuprofen,GlaxoSmithKline,6222003602041,6222001884065,1000mg,Tablet,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00838,Motrin 400mg,Motrin,Diclofenac,GlaxoSmithKline,6222002452646,6222001926750,400mg,Capsule,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00839,Motrin,Motrin,Diclofenac,GlaxoSmithKline,6221003287140,6222003898095,400mg,Tablet,100 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00840,Motrin,Motrin,Paracetamol,GlaxoSmithKline,6222002156391,6223001366154,200mg,Injection,1ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00841,Nurofen 1000mg,Nurofen,Ibuprofen,GlaxoSmithKline,6222001490886,6221001436458,1000mg,Gel,50g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00842,Nurofen,Nurofen,Diclofenac,GlaxoSmithKline,6221003267170,6221003922308,400mg,Suppository,12,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00843,Nurofen,Nurofen,Diclofenac,GlaxoSmithKline,6221002165751,6221003355755,1000mg,Injection,2ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00844,Ventolin 4mg,Ventolin,Unknown,GlaxoSmithKline,6222001274070,6221002256084,4mg,Syrup,250ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00845,Ventolin,Ventolin,Unknown,GlaxoSmithKline,6221003719994,6222002109622,100mcg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00846,Ventolin,Ventolin,Unknown,GlaxoSmithKline,6222001315239,6223002631959,100mcg,Syrup,250ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00847,Salbutamol 4mg,Salbutamol,Unknown,GlaxoSmithKline,6223001825410,6222003660198,4mg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00848,Salbutamol,Salbutamol,Unknown,GlaxoSmithKline,6222003896984,6222001758637,500mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00849,Salbutamol,Salbutamol,Unknown,GlaxoSmithKline,6222003344537,6221003997807,250mcg,Tablet,10 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00850,Ventolin 8mg,Ventolin,Unknown,GlaxoSmithKline,6222001938603,6222001221507,8mg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00851,Ventolin,Ventolin,Unknown,GlaxoSmithKline,6222002668996,6223002332086,250mcg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00852,Ventolin,Ventolin,Unknown,GlaxoSmithKline,6221002649803,6222001773569,250mcg,Syrup,100ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00853,Albuterol 500mcg,Albuterol,Unknown,GlaxoSmithKline,6221003578974,6222001511251,500mcg,Syrup,250ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00854,Albuterol,Albuterol,Unknown,GlaxoSmithKline,6222003256387,6222001240016,500mcg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00855,Albuterol,Albuterol,Unknown,GlaxoSmithKline,6222003300580,6222001773380,100mcg,Tablet,50 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00856,Salbutamol 250mcg,Salbutamol,Unknown,GlaxoSmithKline,6221003567049,6221002102770,250mcg,Syrup,60ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00857,Salbutamol,Salbutamol,Unknown,GlaxoSmithKline,6221001183721,6222001334731,250mcg,Tablet,30 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00858,Salbutamol,Salbutamol,Unknown,GlaxoSmithKline,6221001960766,6222002466558,100mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00859,Seretide 250mcg,Seretide,Unknown,GlaxoSmithKline,6221003821359,6221001683296,250mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00860,Seretide,Seretide,Unknown,GlaxoSmithKline,6221001898346,6223001808769,100mcg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00861,Seretide,Seretide,Unknown,GlaxoSmithKline,6223001290517,6223001433371,4mg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00862,Advair 4mg,Advair,Unknown,GlaxoSmithKline,6222002277545,6222002274802,4mg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00863,Advair,Advair,Unknown,GlaxoSmithKline,6221003460153,6223001790435,8mg,Tablet,10 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00864,Advair,Advair,Unknown,GlaxoSmithKline,6221003524044,6222002685485,500mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00865,Seretide 4mg,Seretide,Unknown,GlaxoSmithKline,6221001852270,6222003874588,4mg,Syrup,250ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00866,Seretide,Seretide,Unknown,GlaxoSmithKline,6222003453773,6221003583443,250mcg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00867,Seretide,Seretide,Unknown,GlaxoSmithKline,6221001456688,6222002168878,8mg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00868,Advair 8mg,Advair,Unknown,GlaxoSmithKline,6221001257126,6222002694486,8mg,Tablet,50 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00869,Advair,Advair,Unknown,GlaxoSmithKline,6222002420522,6222002532477,250mcg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00870,Advair,Advair,Unknown,GlaxoSmithKline,6221002578244,6222002176286,4mg,Syrup,100ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00871,Seretide 500mcg,Seretide,Unknown,GlaxoSmithKline,6221003671216,6222001764631,500mcg,Tablet,30 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00872,Seretide,Seretide,Unknown,GlaxoSmithKline,6222001396934,6221003325587,500mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00873,Seretide,Seretide,Unknown,GlaxoSmithKline,6221001640772,6221002422131,8mg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00874,Flixotide 8mg,Flixotide,Unknown,GlaxoSmithKline,6221002433480,6221002933608,8mg,Tablet,100 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00875,Flixotide,Flixotide,Unknown,GlaxoSmithKline,6221003137235,6223001201230,250mcg,Tablet,10 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00876,Flixotide,Flixotide,Unknown,GlaxoSmithKline,6221002888955,6221002739088,500mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00877,Flovent 100mcg,Flovent,Unknown,GlaxoSmithKline,6223001559772,6221001134003,100mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00878,Flovent,Flovent,Unknown,GlaxoSmithKline,6221001385021,6223002847591,100mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00879,Flovent,Flovent,Unknown,GlaxoSmithKline,6222001829706,6223002598554,8mg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00880,Flixotide 250mcg,Flixotide,Unknown,GlaxoSmithKline,6221002247157,6222003503411,250mcg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00881,Flixotide,Flixotide,Unknown,GlaxoSmithKline,6223001646061,6222002488937,500mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00882,Flixotide,Flixotide,Unknown,GlaxoSmithKline,6223001994871,6223002823838,8mg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00883,Flovent 500mcg,Flovent,Unknown,GlaxoSmithKline,6222003937996,6222003663750,500mcg,Syrup,60ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00884,Flovent,Flovent,Unknown,GlaxoSmithKline,6222003408655,6222001143442,250mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00885,Flovent,Flovent,Unknown,GlaxoSmithKline,6223001741668,6222001240624,250mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00886,Flixotide 100mcg,Flixotide,Unknown,GlaxoSmithKline,6221001311332,6222003456572,100mcg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00887,Flixotide,Flixotide,Unknown,GlaxoSmithKline,6223002898600,6223002662700,100mcg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00888,Flixotide,Flixotide,Unknown,GlaxoSmithKline,6221003687243,6221001713263,4mg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_00889,Voltaren 600mg,Voltaren,Diclofenac,Novartis,6222003844694,6223002765571,600mg,Injection,2ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00890,Voltaren,Voltaren,Ibuprofen,Novartis,6222001959331,6221003761878,400mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00891,Voltaren,Voltaren,Diclofenac,Novartis,6223002884098,6223002118717,600mg,Tablet,30 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00892,Diclofenac 200mg,Diclofenac,Diclofenac,Novartis,6221001791170,6222002398351,200mg,Gel,30g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00893,Diclofenac,Diclofenac,Diclofenac,Novartis,6222001903762,6221001168031,400mg,Tablet,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00894,Diclofenac,Diclofenac,Diclofenac,Novartis,6221003724652,6221001915945,500mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00895,Voltaren Emulgel 600mg,Voltaren Emulgel,Paracetamol,Novartis,6222002743983,6222003959538,600mg,Injection,1ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00896,Voltaren Emulgel,Voltaren Emulgel,Ibuprofen,Novartis,6222002634238,6222003772997,1000mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00897,Voltaren Emulgel,Voltaren Emulgel,Diclofenac,Novartis,6223002637920,6222001488776,1000mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00898,Voltaren Gel 500mg,Voltaren Gel,Ibuprofen,Novartis,6221003992372,6223002367530,500mg,Gel,30g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00899,Voltaren Gel,Voltaren Gel,Ibuprofen,Novartis,6221001755397,6222002633275,200mg,Gel,50g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00900,Voltaren Gel,Voltaren Gel,Diclofenac,Novartis,6221002119297,6221001429517,400mg,Suppository,12,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00901,Voltaren 600mg,Voltaren,Paracetamol,Novartis,6221003654702,6222003763741,600mg,Suppository,12,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00902,Voltaren,Voltaren,Paracetamol,Novartis,6221001380557,6221002480658,500mg,Injection,2ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00903,Voltaren,Voltaren,Paracetamol,Novartis,6223001629830,6221003555197,200mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00904,Excedrin 400mg,Excedrin,Diclofenac,Novartis,6222003454187,6223001787150,400mg,Gel,50g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00905,Excedrin,Excedrin,Ibuprofen,Novartis,6221003831207,6222002794872,200mg,Suppository,12,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00906,Excedrin,Excedrin,Diclofenac,Novartis,6223001881461,6221002398017,400mg,Injection,1ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00907,Aspirin 200mg,Aspirin,Ibuprofen,Novartis,6222002865102,6222001884232,200mg,Injection,2ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00908,Aspirin,Aspirin,Diclofenac,Novartis,6222002902524,6221003857031,500mg,Capsule,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00909,Aspirin,Aspirin,Ibuprofen,Novartis,6222001873806,6223001933015,200mg,Tablet,100 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00910,Excedrin 1000mg,Excedrin,Diclofenac,Novartis,6222001398277,6221001578686,1000mg,Gel,50g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00911,Excedrin,Excedrin,Ibuprofen,Novartis,6222003708404,6221002617227,400mg,Gel,30g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00912,Excedrin,Excedrin,Ibuprofen,Novartis,6221003135572,6222003674307,600mg,Capsule,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00913,Aspirin 200mg,Aspirin,Paracetamol,Novartis,6222003753994,6222001806075,200mg,Tablet,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00914,Aspirin,Aspirin,Ibuprofen,Novartis,6223001381275,6221001578140,500mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00915,Aspirin,Aspirin,Ibuprofen,Novartis,6221003705764,6222003366369,400mg,Gel,100g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00916,Excedrin 600mg,Excedrin,Paracetamol,Novartis,6222003488273,6221002137518,600mg,Gel,50g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00917,Excedrin,Excedrin,Diclofenac,Novartis,6222001726201,6223002764532,1000mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00918,Excedrin,Excedrin,Paracetamol,Novartis,6221001228852,6222001734984,500mg,Gel,15g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_00919,Diovan 25mg,Diovan,Atorvastatin,Novartis,6221001632727,6222003432141,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00920,Diovan,Diovan,Atorvastatin,Novartis,6222001699015,6222002921132,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00921,Diovan,Diovan,Amlodipine,Novartis,6223002656910,6222003234885,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00922,Valsartan 100mg,Valsartan,Amlodipine,Novartis,6222003689615,6221002668049,100mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00923,Valsartan,Valsartan,Lisinopril,Novartis,6223001578552,6222001725397,10mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00924,Valsartan,Valsartan,Lisinopril,Novartis,6222002505404,6221001438400,25mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00925,Diovan 10mg,Diovan,Lisinopril,Novartis,6221003100910,6222002235152,10mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00926,Diovan,Diovan,Atorvastatin,Novartis,6222003464614,6221001547163,10mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00927,Diovan,Diovan,Atorvastatin,Novartis,6221003814866,6223002397512,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00928,Valsartan 10mg,Valsartan,Atorvastatin,Novartis,6221003923532,6222003412321,10mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00929,Valsartan,Valsartan,Atorvastatin,Novartis,6223001918181,6221001340186,25mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00930,Valsartan,Valsartan,Amlodipine,Novartis,6222002286215,6222001405818,5mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00931,Diovan 20mg,Diovan,Amlodipine,Novartis,6221002542103,6223001170500,20mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00932,Diovan,Diovan,Atorvastatin,Novartis,6221002452768,6221001687148,5mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00933,Diovan,Diovan,Lisinopril,Novartis,6223001674691,6223002867169,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00934,Co-Diovan 20mg,Co-Diovan,Atorvastatin,Novartis,6223001848177,6223002213305,20mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00935,Co-Diovan,Co-Diovan,Lisinopril,Novartis,6221003914303,6221001859300,10mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00936,Co-Diovan,Co-Diovan,Lisinopril,Novartis,6223001631781,6222002558098,5mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00937,Valsartan/HCTZ 50mg,Valsartan/HCTZ,Lisinopril,Novartis,6221001159403,6223001428318,50mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00938,Valsartan/HCTZ,Valsartan/HCTZ,Amlodipine,Novartis,6222001970716,6223001570612,5mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00939,Valsartan/HCTZ,Valsartan/HCTZ,Atorvastatin,Novartis,6223002445393,6221003658737,20mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00940,Co-Diovan 20mg,Co-Diovan,Atorvastatin,Novartis,6223001589069,6222002355238,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00941,Co-Diovan,Co-Diovan,Lisinopril,Novartis,6221001251809,6222003245080,20mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00942,Co-Diovan,Co-Diovan,Lisinopril,Novartis,6221003289871,6223001723114,10mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00943,Diovan HCT 10mg,Diovan HCT,Atorvastatin,Novartis,6221001773173,6222002878480,10mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00944,Diovan HCT,Diovan HCT,Amlodipine,Novartis,6221003173426,6222001637018,25mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00945,Diovan HCT,Diovan HCT,Atorvastatin,Novartis,6222003492124,6223001381065,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00946,Co-Diovan 100mg,Co-Diovan,Lisinopril,Novartis,6223002888364,6223001146059,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00947,Co-Diovan,Co-Diovan,Lisinopril,Novartis,6222001836914,6221003352756,25mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00948,Co-Diovan,Co-Diovan,Lisinopril,Novartis,6221001688138,6223002667715,25mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00949,Lotrel 50mg,Lotrel,Amlodipine,Novartis,6222003324774,6223002266104,50mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00950,Lotrel,Lotrel,Amlodipine,Novartis,6221002880731,6222002776395,20mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00951,Lotrel,Lotrel,Amlodipine,Novartis,6222003891223,6221002474978,100mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00952,Amlodipine/Benazepril 100mg,Amlodipine/Benazepril,Amlodipine,Novartis,6223001299785,6221001694559,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00953,Amlodipine/Benazepril,Amlodipine/Benazepril,Amlodipine,Novartis,6223002557288,6223002491036,50mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00954,Amlodipine/Benazepril,Amlodipine/Benazepril,Amlodipine,Novartis,6223002484382,6222001243244,100mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00955,Lotrel 25mg,Lotrel,Amlodipine,Novartis,6222001491057,6223002202861,25mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00956,Lotrel,Lotrel,Lisinopril,Novartis,6222001571858,6221003339879,5mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00957,Lotrel,Lotrel,Lisinopril,Novartis,6221003684515,6223001781610,25mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00958,Amlodipine/Benazepril 50mg,Amlodipine/Benazepril,Amlodipine,Novartis,6221001630206,6221003997673,50mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00959,Amlodipine/Benazepril,Amlodipine/Benazepril,Amlodipine,Novartis,6222001698027,6222002257839,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00960,Amlodipine/Benazepril,Amlodipine/Benazepril,Amlodipine,Novartis,6222001669768,6222002510498,25mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00961,Lotrel 5mg,Lotrel,Amlodipine,Novartis,6223002745728,6222002268239,5mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00962,Lotrel,Lotrel,Lisinopril,Novartis,6221003478005,6221003360707,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00963,Lotrel,Lotrel,Atorvastatin,Novartis,6221001753825,6222003666689,25mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00964,Gleevec Standard,Gleevec,Unknown,Novartis,6223001550168,6223001962062,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00965,Gleevec,Gleevec,Unknown,Novartis,6222002771384,6221001278644,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00966,Gleevec,Gleevec,Unknown,Novartis,6221002424449,6223001445054,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00967,Imatinib Standard,Imatinib,Unknown,Novartis,6222001443241,6222001619436,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00968,Imatinib,Imatinib,Unknown,Novartis,6222002842181,6221003504565,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00969,Imatinib,Imatinib,Unknown,Novartis,6221003753110,6223002494417,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00970,Gleevec Standard,Gleevec,Unknown,Novartis,6222001545578,6221001644172,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00971,Gleevec,Gleevec,Unknown,Novartis,6222003240992,6221002875664,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00972,Gleevec,Gleevec,Unknown,Novartis,6222003877650,6221002797577,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00973,Imatinib Standard,Imatinib,Unknown,Novartis,6222003576524,6222001290723,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00974,Imatinib,Imatinib,Unknown,Novartis,6223002248322,6222003734547,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00975,Imatinib,Imatinib,Unknown,Novartis,6222002748546,6221003200702,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00976,Gleevec Standard,Gleevec,Unknown,Novartis,6221001392789,6222001841534,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00977,Gleevec,Gleevec,Unknown,Novartis,6223002403493,6222003885014,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00978,Gleevec,Gleevec,Unknown,Novartis,6221001157855,6222003399825,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00979,Tasigna Standard,Tasigna,Unknown,Novartis,6222003237868,6222002633000,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00980,Tasigna,Tasigna,Unknown,Novartis,6221001549693,6223002895490,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_00981,Tasigna,Tasigna,Unknown,Novartis,6221001463724,6223001695975,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
