id,tradeName,scientificName,company,category,price,currency,dosageForm,strength,requiresPrescription,availability,description
drug_00351,Folic Acid 400mcg,Unknown,Merck,Vitamins & Supplements,66.84,EGP,Tablet,400mcg,False,Out of Stock,Folic Acid 400mcg - Vitamins & Supplements medication by Merck
drug_00352,Folic Acid 800mcg,Unknown,GlaxoSmithKline,Vitamins & Supplements,102.97,EGP,Tablet,800mcg,False,Limited,Folic Acid 800mcg - Vitamins & Supplements medication by GlaxoSmithKline
drug_00353,Folate 400mcg,Unknown,Sedico,Vitamins & Supplements,104.49,EGP,Tablet,400mcg,False,Limited,Folate 400mcg - Vitamins & Supplements medication by Sedico
drug_00354,Vitamin C 500,Unknown,Spimaco,Vitamins & Supplements,112.11,EGP,Tablet,,False,Available,Vitamin C 500 - Vitamins & Supplements medication by Spimaco
drug_00355,Vitamin C 1000,Unknown,Novartis,Vitamins & Supplements,76.76,EGP,Tablet,,False,Out of Stock,Vitamin C 1000 - Vitamins & Supplements medication by Novartis
drug_00356,Ascorbic Acid 500,Unknown,Sedico,Vitamins & Supplements,163.79,EGP,Tablet,,False,Out of Stock,Ascorbic Acid 500 - Vitamins & Supplements medication by Sedico
drug_00357,Zinc 50mg,Unknown,CID,Vitamins & Supplements,47.27,EGP,Tablet,50mg,False,Out of Stock,Zinc 50mg - Vitamins & Supplements medication by CID
drug_00358,Zinc 25mg,Unknown,Sanofi,Vitamins & Supplements,142.37,EGP,Tablet,25mg,False,Available,Zinc 25mg - Vitamins & Supplements medication by Sanofi
drug_00359,Zinc Gluconate,Unknown,Sandoz,Vitamins & Supplements,141.59,EGP,Tablet,,False,Available,Zinc Gluconate - Vitamins & Supplements medication by Sandoz
drug_00360,Zinc Sulfate,Unknown,Novartis,Vitamins & Supplements,121.88,EGP,Tablet,,False,Limited,Zinc Sulfate - Vitamins & Supplements medication by Novartis
drug_00361,Magnesium 400mg,Unknown,LEO Pharma,Vitamins & Supplements,155.39,EGP,Tablet,400mg,False,Out of Stock,Magnesium 400mg - Vitamins & Supplements medication by LEO Pharma
drug_00362,Magnesium 200mg,Unknown,Janssen,Vitamins & Supplements,100.94,EGP,Tablet,200mg,False,Available,Magnesium 200mg - Vitamins & Supplements medication by Janssen
drug_00363,Magnesium Oxide,Unknown,Novartis,Vitamins & Supplements,82.46,EGP,Tablet,,False,Available,Magnesium Oxide - Vitamins & Supplements medication by Novartis
drug_00364,Omega-3 1000,Unknown,Julphar,Vitamins & Supplements,44.11,EGP,Tablet,,False,Out of Stock,Omega-3 1000 - Vitamins & Supplements medication by Julphar
drug_00365,Omega-3 1200,Unknown,LEO Pharma,Vitamins & Supplements,30.5,EGP,Tablet,,False,Limited,Omega-3 1200 - Vitamins & Supplements medication by LEO Pharma
drug_00366,Fish Oil 1000,Unknown,LEO Pharma,Vitamins & Supplements,187.95,EGP,Tablet,,False,Available,Fish Oil 1000 - Vitamins & Supplements medication by LEO Pharma
drug_00367,EPA/DHA,Unknown,Spimaco,Vitamins & Supplements,139.72,EGP,Tablet,,False,Out of Stock,EPA/DHA - Vitamins & Supplements medication by Spimaco
drug_00368,Coenzyme Q10 100,Unknown,Sedico,Vitamins & Supplements,176.0,EGP,Tablet,,False,Out of Stock,Coenzyme Q10 100 - Vitamins & Supplements medication by Sedico
drug_00369,Coenzyme Q10 200,Unknown,GSK,Vitamins & Supplements,161.22,EGP,Tablet,,False,Available,Coenzyme Q10 200 - Vitamins & Supplements medication by GSK
drug_00370,Ubiquinol 100,Unknown,Servier,Vitamins & Supplements,50.35,EGP,Tablet,,False,Out of Stock,Ubiquinol 100 - Vitamins & Supplements medication by Servier
drug_00371,Probiotics,Unknown,Medical Union,Vitamins & Supplements,118.53,EGP,Tablet,,False,Out of Stock,Probiotics - Vitamins & Supplements medication by Medical Union
drug_00372,Lactobacillus,Unknown,Amoun,Vitamins & Supplements,134.76,EGP,Tablet,,False,Out of Stock,Lactobacillus - Vitamins & Supplements medication by Amoun
drug_00373,Bifidobacterium,Unknown,Servier,Vitamins & Supplements,147.67,EGP,Tablet,,False,Limited,Bifidobacterium - Vitamins & Supplements medication by Servier
drug_00374,Acidophilus,Unknown,GlaxoSmithKline,Vitamins & Supplements,153.78,EGP,Tablet,,False,Limited,Acidophilus - Vitamins & Supplements medication by GlaxoSmithKline
drug_00375,Collagen,Unknown,Global Napi,Vitamins & Supplements,95.62,EGP,Tablet,,False,Out of Stock,Collagen - Vitamins & Supplements medication by Global Napi
drug_00376,Collagen Peptides,Unknown,Merck,Vitamins & Supplements,80.89,EGP,Tablet,,False,Out of Stock,Collagen Peptides - Vitamins & Supplements medication by Merck
drug_00377,Hydrolyzed Collagen,Unknown,Sedico,Vitamins & Supplements,116.07,EGP,Tablet,,False,Limited,Hydrolyzed Collagen - Vitamins & Supplements medication by Sedico
drug_00378,Multivitamin,Unknown,Eva Pharma,Vitamins & Supplements,134.78,EGP,Tablet,,False,Limited,Multivitamin - Vitamins & Supplements medication by Eva Pharma
drug_00379,Centrum,Unknown,Amoun,Vitamins & Supplements,104.87,EGP,Tablet,,False,Available,Centrum - Vitamins & Supplements medication by Amoun
drug_00380,One A Day,Unknown,Janssen,Vitamins & Supplements,48.02,EGP,Tablet,,False,Available,One A Day - Vitamins & Supplements medication by Janssen
drug_00381,Multivitamins,Unknown,Sanofi,Vitamins & Supplements,23.81,EGP,Tablet,,False,Available,Multivitamins - Vitamins & Supplements medication by Sanofi
drug_00382,Prenatal Vitamins,Unknown,Boehringer Ingelheim,Vitamins & Supplements,20.53,EGP,Tablet,,False,Available,Prenatal Vitamins - Vitamins & Supplements medication by Boehringer Ingelheim
drug_00383,Pregnancy Vitamins,Unknown,Amoun,Vitamins & Supplements,196.47,EGP,Tablet,,False,Out of Stock,Pregnancy Vitamins - Vitamins & Supplements medication by Amoun
drug_00384,Materna,Unknown,Sanofi,Vitamins & Supplements,135.14,EGP,Tablet,,False,Out of Stock,Materna - Vitamins & Supplements medication by Sanofi
drug_00385,Children Vitamins,Unknown,Spimaco,Vitamins & Supplements,85.22,EGP,Tablet,,False,Available,Children Vitamins - Vitamins & Supplements medication by Spimaco
drug_00386,Pediatric Vitamins,Unknown,Tabuk,Vitamins & Supplements,97.13,EGP,Tablet,,False,Out of Stock,Pediatric Vitamins - Vitamins & Supplements medication by Tabuk
drug_00387,Flintstones,Unknown,EIPICO,Vitamins & Supplements,37.88,EGP,Tablet,,False,Limited,Flintstones - Vitamins & Supplements medication by EIPICO
drug_00388,Fucidin Ointment,Fusidic Acid,LEO Pharma,Dermatology,37.87,EGP,Ointment,,False,Limited,Fucidin Ointment - Dermatology medication by LEO Pharma
drug_00389,Fucidin H,Fusidic Acid,LEO Pharma,Dermatology,98.68,EGP,Tablet,,False,Available,Fucidin H - Dermatology medication by LEO Pharma
drug_00390,Fusidic Acid,Unknown,Bayer,Dermatology,79.89,EGP,Tablet,,False,Out of Stock,Fusidic Acid - Dermatology medication by Bayer
drug_00391,Fusidin,Unknown,Pfizer,Dermatology,68.9,EGP,Tablet,,False,Limited,Fusidin - Dermatology medication by Pfizer
drug_00392,Betnovate,Betamethasone,GSK,Dermatology,72.79,EGP,Tablet,,False,Available,Betnovate - Dermatology medication by GSK
drug_00393,Betamethasone,Betamethasone,AstraZeneca,Dermatology,47.17,EGP,Tablet,,False,Available,Betamethasone - Dermatology medication by AstraZeneca
drug_00394,Dermovate,Unknown,Pharco,Dermatology,80.47,EGP,Tablet,,False,Limited,Dermovate - Dermatology medication by Pharco
drug_00395,Clobetasol,Clobetasol,Abbott,Dermatology,83.9,EGP,Tablet,,False,Limited,Clobetasol - Dermatology medication by Abbott
drug_00396,Elocon,Unknown,Janssen,Dermatology,73.0,EGP,Tablet,,False,Out of Stock,Elocon - Dermatology medication by Janssen
drug_00397,Mometasone,Mometasone,LEO Pharma,Dermatology,31.74,EGP,Tablet,,False,Available,Mometasone - Dermatology medication by LEO Pharma
drug_00398,Mometasone Furoate,Mometasone,CID,Dermatology,54.37,EGP,Tablet,,False,Limited,Mometasone Furoate - Dermatology medication by CID
drug_00399,Elocon Cream,Cream,Abbott,Dermatology,51.88,EGP,Cream,,False,Available,Elocon Cream - Dermatology medication by Abbott
drug_00400,Hydrocortisone 1%,Hydrocortisone,LEO Pharma,Dermatology,75.4,EGP,Tablet,1%,False,Limited,Hydrocortisone 1% - Dermatology medication by LEO Pharma
drug_00401,Hydrocortisone 2.5%,Hydrocortisone,Pharco,Dermatology,86.9,EGP,Tablet,2.5%,False,Limited,Hydrocortisone 2.5% - Dermatology medication by Pharco
drug_00402,Cortaid,Unknown,Julphar,Dermatology,29.97,EGP,Tablet,,False,Limited,Cortaid - Dermatology medication by Julphar
drug_00403,Clotrimazole 1%,Clotrimazole,Bayer,Dermatology,36.78,EGP,Tablet,1%,False,Out of Stock,Clotrimazole 1% - Dermatology medication by Bayer
drug_00404,Canesten,Unknown,GSK,Dermatology,22.83,EGP,Tablet,,False,Out of Stock,Canesten - Dermatology medication by GSK
drug_00405,Lotrimin,Unknown,Boehringer Ingelheim,Dermatology,71.26,EGP,Tablet,,False,Available,Lotrimin - Dermatology medication by Boehringer Ingelheim
drug_00406,Clotrimazole Cream,Clotrimazole,Pharco,Dermatology,66.77,EGP,Cream,,False,Out of Stock,Clotrimazole Cream - Dermatology medication by Pharco
drug_00407,Miconazole 2%,Miconazole,Hikma,Dermatology,16.63,EGP,Tablet,2%,False,Limited,Miconazole 2% - Dermatology medication by Hikma
drug_00408,Monistat,Miconazole,Janssen,Dermatology,31.44,EGP,Tablet,,False,Available,Monistat - Dermatology medication by Janssen
drug_00409,Miconazole Cream,Miconazole,Eva Pharma,Dermatology,68.52,EGP,Cream,,False,Out of Stock,Miconazole Cream - Dermatology medication by Eva Pharma
drug_00410,Daktarin,Unknown,Servier,Dermatology,80.63,EGP,Tablet,,False,Available,Daktarin - Dermatology medication by Servier
drug_00411,Terbinafine 1%,Terbinafine,Merck,Dermatology,49.36,EGP,Tablet,1%,False,Limited,Terbinafine 1% - Dermatology medication by Merck
drug_00412,Lamisil,Unknown,Julphar,Dermatology,46.91,EGP,Tablet,,False,Limited,Lamisil - Dermatology medication by Julphar
drug_00413,Terbinafine Cream,Terbinafine,Bayer,Dermatology,11.31,EGP,Cream,,False,Available,Terbinafine Cream - Dermatology medication by Bayer
drug_00414,Lamisil AT,Unknown,Spimaco,Dermatology,62.98,EGP,Tablet,,False,Available,Lamisil AT - Dermatology medication by Spimaco
drug_00415,Acyclovir 5%,Acyclovir,Spimaco,Dermatology,95.73,EGP,Tablet,5%,False,Limited,Acyclovir 5% - Dermatology medication by Spimaco
drug_00416,Zovirax,Unknown,GSK,Dermatology,61.72,EGP,Tablet,,False,Available,Zovirax - Dermatology medication by GSK
drug_00417,Acyclovir Cream,Acyclovir,Boehringer Ingelheim,Dermatology,60.89,EGP,Cream,,False,Out of Stock,Acyclovir Cream - Dermatology medication by Boehringer Ingelheim
drug_00418,Herpes Cream,Cream,Pharco,Dermatology,52.22,EGP,Cream,,False,Limited,Herpes Cream - Dermatology medication by Pharco
drug_00419,Retin-A,Unknown,GSK,Dermatology,71.3,EGP,Tablet,,False,Available,Retin-A - Dermatology medication by GSK
drug_00420,Tretinoin,Tretinoin,GSK,Dermatology,97.75,EGP,Tablet,,False,Limited,Tretinoin - Dermatology medication by GSK
drug_00421,Renova,Unknown,Tabuk,Dermatology,59.14,EGP,Tablet,,False,Available,Renova - Dermatology medication by Tabuk
drug_00422,Tretinoin Cream,Tretinoin,Janssen,Dermatology,16.09,EGP,Cream,,False,Available,Tretinoin Cream - Dermatology medication by Janssen
drug_00423,Benzoyl Peroxide 5%,Unknown,Boehringer Ingelheim,Dermatology,97.88,EGP,Tablet,5%,False,Available,Benzoyl Peroxide 5% - Dermatology medication by Boehringer Ingelheim
drug_00424,Benzoyl Peroxide 10%,Unknown,Takeda,Dermatology,50.59,EGP,Tablet,10%,False,Limited,Benzoyl Peroxide 10% - Dermatology medication by Takeda
drug_00425,Clearasil,Unknown,LEO Pharma,Dermatology,99.83,EGP,Tablet,,False,Available,Clearasil - Dermatology medication by LEO Pharma
drug_00426,Salicylic Acid 2%,Unknown,Servier,Dermatology,81.42,EGP,Tablet,2%,False,Available,Salicylic Acid 2% - Dermatology medication by Servier
drug_00427,Salicylic Acid 6%,Unknown,Pharco,Dermatology,51.5,EGP,Tablet,6%,False,Out of Stock,Salicylic Acid 6% - Dermatology medication by Pharco
drug_00428,Wart Remover,Unknown,AstraZeneca,Dermatology,14.86,EGP,Tablet,,False,Out of Stock,Wart Remover - Dermatology medication by AstraZeneca
drug_00429,Calamine Lotion,Lotion,Servier,Dermatology,62.55,EGP,Lotion,,False,Limited,Calamine Lotion - Dermatology medication by Servier
drug_00430,Caladryl,Unknown,Sedico,Dermatology,33.92,EGP,Tablet,,False,Available,Caladryl - Dermatology medication by Sedico
drug_00431,Anti-Itch Cream,Cream,Novartis,Dermatology,86.76,EGP,Cream,,False,Limited,Anti-Itch Cream - Dermatology medication by Novartis
drug_00432,Aloe Vera Gel,Gel,Novartis,Dermatology,17.37,EGP,Gel,,False,Out of Stock,Aloe Vera Gel - Dermatology medication by Novartis
drug_00433,Aloe Vera Lotion,Lotion,Julphar,Dermatology,85.92,EGP,Lotion,,False,Out of Stock,Aloe Vera Lotion - Dermatology medication by Julphar
drug_00434,After Sun Lotion,Lotion,Abbott,Dermatology,27.41,EGP,Lotion,,False,Available,After Sun Lotion - Dermatology medication by Abbott
drug_00435,Sunscreen SPF 30,Unknown,Boehringer Ingelheim,Dermatology,38.39,EGP,Tablet,,False,Available,Sunscreen SPF 30 - Dermatology medication by Boehringer Ingelheim
drug_00436,Sunscreen SPF 50,Unknown,Bayer,Dermatology,41.38,EGP,Tablet,,False,Limited,Sunscreen SPF 50 - Dermatology medication by Bayer
drug_00437,Sunblock,Unknown,Abbott,Dermatology,60.4,EGP,Tablet,,False,Available,Sunblock - Dermatology medication by Abbott
drug_00438,Moisturizer,Unknown,Merck,Dermatology,60.32,EGP,Tablet,,False,Available,Moisturizer - Dermatology medication by Merck
drug_00439,Lotion,Lotion,Eva Pharma,Dermatology,30.31,EGP,Lotion,,False,Out of Stock,Lotion - Dermatology medication by Eva Pharma
drug_00440,Cream,Cream,LEO Pharma,Dermatology,88.65,EGP,Cream,,False,Available,Cream - Dermatology medication by LEO Pharma
drug_00441,Ointment,Ointment,Hikma,Dermatology,89.56,EGP,Ointment,,False,Limited,Ointment - Dermatology medication by Hikma
drug_00442,Gel,Gel,CID,Dermatology,11.88,EGP,Gel,,False,Out of Stock,Gel - Dermatology medication by CID
drug_00443,Tobrex,Unknown,Sigma,Eye & Ear,93.2,EGP,Tablet,,True,Limited,Tobrex - Eye & Ear medication by Sigma
drug_00444,Tobramycin Eye Drops,Tobramycin,Pfizer,Eye & Ear,181.15,EGP,Drops,,True,Limited,Tobramycin Eye Drops - Eye & Ear medication by Pfizer
drug_00445,Tobramycin Ophthalmic,Tobramycin,Julphar,Eye & Ear,130.23,EGP,Tablet,,True,Available,Tobramycin Ophthalmic - Eye & Ear medication by Julphar
drug_00446,Vigamox,Unknown,Novartis,Eye & Ear,171.66,EGP,Tablet,,True,Available,Vigamox - Eye & Ear medication by Novartis
drug_00447,Moxifloxacin Eye Drops,Moxifloxacin,Bayer,Eye & Ear,113.82,EGP,Drops,,True,Available,Moxifloxacin Eye Drops - Eye & Ear medication by Bayer
drug_00448,Moxifloxacin Ophthalmic,Moxifloxacin,Medical Union,Eye & Ear,96.11,EGP,Tablet,,True,Out of Stock,Moxifloxacin Ophthalmic - Eye & Ear medication by Medical Union
drug_00449,Zylet,Unknown,Bausch + Lomb,Eye & Ear,103.13,EGP,Tablet,,True,Available,Zylet - Eye & Ear medication by Bausch + Lomb
drug_00450,Loteprednol/Tobramycin,Tobramycin,Julphar,Eye & Ear,215.11,EGP,Tablet,,True,Available,Loteprednol/Tobramycin - Eye & Ear medication by Julphar
drug_00451,Loteprednol Eye Drops,Unknown,Sigma,Eye & Ear,166.83,EGP,Drops,,True,Available,Loteprednol Eye Drops - Eye & Ear medication by Sigma
drug_00452,Refresh Tears,Unknown,Alcon,Eye & Ear,197.04,EGP,Tablet,,True,Out of Stock,Refresh Tears - Eye & Ear medication by Alcon
drug_00453,Artificial Tears,Unknown,Hikma,Eye & Ear,203.48,EGP,Tablet,,True,Limited,Artificial Tears - Eye & Ear medication by Hikma
drug_00454,Lubricating Eye Drops,Unknown,AstraZeneca,Eye & Ear,214.07,EGP,Drops,,True,Out of Stock,Lubricating Eye Drops - Eye & Ear medication by AstraZeneca
drug_00455,Systane,Unknown,Alcon,Eye & Ear,78.44,EGP,Tablet,,True,Available,Systane - Eye & Ear medication by Alcon
drug_00456,Systane Ultra,Unknown,Alcon,Eye & Ear,216.1,EGP,Tablet,,True,Available,Systane Ultra - Eye & Ear medication by Alcon
drug_00457,Systane Hydration,Unknown,Alcon,Eye & Ear,123.09,EGP,Tablet,,True,Out of Stock,Systane Hydration - Eye & Ear medication by Alcon
drug_00458,Visine,Unknown,Johnson & Johnson,Eye & Ear,218.99,EGP,Tablet,,True,Limited,Visine - Eye & Ear medication by Johnson & Johnson
drug_00459,Visine Original,Unknown,Johnson & Johnson,Eye & Ear,99.74,EGP,Tablet,,True,Limited,Visine Original - Eye & Ear medication by Johnson & Johnson
drug_00460,Visine Advanced,Unknown,Johnson & Johnson,Eye & Ear,18.1,EGP,Tablet,,True,Available,Visine Advanced - Eye & Ear medication by Johnson & Johnson
drug_00461,Clear Eyes,Unknown,Bausch + Lomb,Eye & Ear,195.55,EGP,Tablet,,True,Available,Clear Eyes - Eye & Ear medication by Bausch + Lomb
drug_00462,Clear Eyes Redness Relief,Unknown,Bausch + Lomb,Eye & Ear,22.4,EGP,Tablet,,True,Limited,Clear Eyes Redness Relief - Eye & Ear medication by Bausch + Lomb
drug_00463,Naphcon-A,Unknown,Abbott,Eye & Ear,235.56,EGP,Tablet,,True,Limited,Naphcon-A - Eye & Ear medication by Abbott
drug_00464,Alphagan,Unknown,Allergan,Eye & Ear,214.46,EGP,Tablet,,True,Available,Alphagan - Eye & Ear medication by Allergan
drug_00465,Brimonidine,Unknown,GSK,Eye & Ear,53.64,EGP,Tablet,,True,Available,Brimonidine - Eye & Ear medication by GSK
drug_00466,Alphagan P,Unknown,Allergan,Eye & Ear,149.7,EGP,Tablet,,True,Available,Alphagan P - Eye & Ear medication by Allergan
drug_00467,Xalatan,Unknown,Pfizer,Eye & Ear,234.77,EGP,Tablet,,True,Available,Xalatan - Eye & Ear medication by Pfizer
drug_00468,Latanoprost,Latanoprost,Hikma,Eye & Ear,213.88,EGP,Tablet,,True,Limited,Latanoprost - Eye & Ear medication by Hikma
drug_00469,Xalacom,Unknown,Pfizer,Eye & Ear,47.49,EGP,Tablet,,True,Available,Xalacom - Eye & Ear medication by Pfizer
drug_00470,Latanoprost/Timolol,Latanoprost,Sedico,Eye & Ear,99.45,EGP,Tablet,,True,Available,Latanoprost/Timolol - Eye & Ear medication by Sedico
drug_00471,Timoptic,Unknown,Merck,Eye & Ear,183.29,EGP,Tablet,,True,Limited,Timoptic - Eye & Ear medication by Merck
drug_00472,Timolol,Timolol,Global Napi,Eye & Ear,56.71,EGP,Tablet,,True,Limited,Timolol - Eye & Ear medication by Global Napi
drug_00473,Timolol Eye Drops,Timolol,GSK,Eye & Ear,160.84,EGP,Drops,,True,Out of Stock,Timolol Eye Drops - Eye & Ear medication by GSK
drug_00474,Timolol Ophthalmic,Timolol,Sigma,Eye & Ear,123.69,EGP,Tablet,,True,Limited,Timolol Ophthalmic - Eye & Ear medication by Sigma
drug_00475,Cosopt,Unknown,Merck,Eye & Ear,155.48,EGP,Tablet,,True,Out of Stock,Cosopt - Eye & Ear medication by Merck
drug_00476,Dorzolamide/Timolol,Timolol,Merck,Eye & Ear,55.88,EGP,Tablet,,True,Limited,Dorzolamide/Timolol - Eye & Ear medication by Merck
drug_00477,Dorzolamide Eye Drops,Dorzolamide,EIPICO,Eye & Ear,74.89,EGP,Drops,,True,Out of Stock,Dorzolamide Eye Drops - Eye & Ear medication by EIPICO
drug_00478,Azopt,Unknown,Alcon,Eye & Ear,180.82,EGP,Tablet,,True,Out of Stock,Azopt - Eye & Ear medication by Alcon
drug_00479,Brinzolamide,Unknown,Tabuk,Eye & Ear,197.67,EGP,Tablet,,True,Limited,Brinzolamide - Eye & Ear medication by Tabuk
drug_00480,Brinzolamide Eye Drops,Unknown,Novartis,Eye & Ear,233.3,EGP,Drops,,True,Limited,Brinzolamide Eye Drops - Eye & Ear medication by Novartis
drug_00481,Ocuflox,Unknown,Allergan,Eye & Ear,150.89,EGP,Tablet,,True,Available,Ocuflox - Eye & Ear medication by Allergan
drug_00482,Ofloxacin Eye Drops,Unknown,Novartis,Eye & Ear,52.96,EGP,Drops,,True,Limited,Ofloxacin Eye Drops - Eye & Ear medication by Novartis
drug_00483,Ofloxacin Ophthalmic,Unknown,Pfizer,Eye & Ear,47.83,EGP,Tablet,,True,Out of Stock,Ofloxacin Ophthalmic - Eye & Ear medication by Pfizer
drug_00484,Ciloxan,Unknown,Alcon,Eye & Ear,198.79,EGP,Tablet,,True,Out of Stock,Ciloxan - Eye & Ear medication by Alcon
drug_00485,Ciprofloxacin Eye Drops,Ciprofloxacin,Pfizer,Eye & Ear,226.57,EGP,Drops,,True,Out of Stock,Ciprofloxacin Eye Drops - Eye & Ear medication by Pfizer
drug_00486,Ciprofloxacin Ophthalmic,Ciprofloxacin,GlaxoSmithKline,Eye & Ear,84.33,EGP,Tablet,,True,Available,Ciprofloxacin Ophthalmic - Eye & Ear medication by GlaxoSmithKline
drug_00487,Pred Forte,Unknown,Allergan,Eye & Ear,213.23,EGP,Tablet,,True,Available,Pred Forte - Eye & Ear medication by Allergan
drug_00488,Prednisolone Acetate,Unknown,Pharco,Eye & Ear,249.99,EGP,Tablet,,True,Available,Prednisolone Acetate - Eye & Ear medication by Pharco
drug_00489,Prednisolone Eye Drops,Unknown,Pharco,Eye & Ear,103.44,EGP,Drops,,True,Limited,Prednisolone Eye Drops - Eye & Ear medication by Pharco
drug_00490,Omnipred,Unknown,Alcon,Eye & Ear,16.5,EGP,Tablet,,True,Out of Stock,Omnipred - Eye & Ear medication by Alcon
drug_00491,Prednisolone Sodium Phosphate,Unknown,Novartis,Eye & Ear,190.72,EGP,Tablet,,True,Out of Stock,Prednisolone Sodium Phosphate - Eye & Ear medication by Novartis
drug_00492,Prednisolone Ophthalmic,Unknown,Sandoz,Eye & Ear,173.29,EGP,Tablet,,True,Limited,Prednisolone Ophthalmic - Eye & Ear medication by Sandoz
drug_00493,Duphaston,Dydrogesterone,Abbott,Women's Health,229.43,EGP,Tablet,,True,Out of Stock,Duphaston - Women's Health medication by Abbott
drug_00494,Dydrogesterone 10mg,Dydrogesterone,Medical Union,Women's Health,29.16,EGP,Tablet,10mg,True,Out of Stock,Dydrogesterone 10mg - Women's Health medication by Medical Union
drug_00495,Progesterone 10mg,Progesterone,Tabuk,Women's Health,303.23,EGP,Tablet,10mg,True,Available,Progesterone 10mg - Women's Health medication by Tabuk
drug_00496,Primolut-N,Unknown,Bayer,Women's Health,239.22,EGP,Tablet,,True,Available,Primolut-N - Women's Health medication by Bayer
drug_00497,Norethisterone 5mg,Norethisterone,Bayer,Women's Health,274.15,EGP,Tablet,5mg,True,Available,Norethisterone 5mg - Women's Health medication by Bayer
drug_00498,Norethindrone,Norethindrone,Sandoz,Women's Health,207.52,EGP,Tablet,,True,Available,Norethindrone - Women's Health medication by Sandoz
drug_00499,Provera,Unknown,Pfizer,Women's Health,301.2,EGP,Tablet,,True,Available,Provera - Women's Health medication by Pfizer
drug_00500,Medroxyprogesterone 10mg,Medroxyprogesterone,Sanofi,Women's Health,283.25,EGP,Tablet,10mg,True,Limited,Medroxyprogesterone 10mg - Women's Health medication by Sanofi
drug_00501,Medroxyprogesterone Acetate,Medroxyprogesterone,Novartis,Women's Health,146.27,EGP,Tablet,,True,Out of Stock,Medroxyprogesterone Acetate - Women's Health medication by Novartis
drug_00502,Clomid,Clomiphene,Sanofi,Women's Health,262.45,EGP,Tablet,,True,Available,Clomid - Women's Health medication by Sanofi
drug_00503,Clomiphene 50mg,Clomiphene,Amoun,Women's Health,316.05,EGP,Tablet,50mg,True,Available,Clomiphene 50mg - Women's Health medication by Amoun
drug_00504,Clomiphene Citrate,Clomiphene,Servier,Women's Health,69.31,EGP,Tablet,,True,Limited,Clomiphene Citrate - Women's Health medication by Servier
drug_00505,Duphaston 10mg,Dydrogesterone,Abbott,Women's Health,161.3,EGP,Tablet,10mg,True,Limited,Duphaston 10mg - Women's Health medication by Abbott
drug_00506,Dydrogesterone,Dydrogesterone,Novartis,Women's Health,278.63,EGP,Tablet,,True,Available,Dydrogesterone - Women's Health medication by Novartis
drug_00507,Progesterone,Progesterone,Servier,Women's Health,397.24,EGP,Tablet,,True,Limited,Progesterone - Women's Health medication by Servier
drug_00508,Estrace,Estradiol,Abbott,Women's Health,330.33,EGP,Tablet,,True,Out of Stock,Estrace - Women's Health medication by Abbott
drug_00509,Estradiol 2mg,Estradiol,GSK,Women's Health,50.15,EGP,Tablet,2mg,True,Out of Stock,Estradiol 2mg - Women's Health medication by GSK
drug_00510,Estradiol Valerate,Estradiol,Takeda,Women's Health,47.06,EGP,Tablet,,True,Limited,Estradiol Valerate - Women's Health medication by Takeda
drug_00511,Premarin,Conjugated Estrogens,Pfizer,Women's Health,388.96,EGP,Tablet,,True,Out of Stock,Premarin - Women's Health medication by Pfizer
drug_00512,Conjugated Estrogens,Conjugated Estrogens,Medical Union,Women's Health,172.45,EGP,Tablet,,True,Available,Conjugated Estrogens - Women's Health medication by Medical Union
drug_00513,Estrogen,Unknown,Abbott,Women's Health,161.57,EGP,Tablet,,True,Limited,Estrogen - Women's Health medication by Abbott
drug_00514,Prometrium,Progesterone,Abbott,Women's Health,90.83,EGP,Tablet,,True,Out of Stock,Prometrium - Women's Health medication by Abbott
drug_00515,Progesterone 200mg,Progesterone,Hikma,Women's Health,115.89,EGP,Tablet,200mg,True,Available,Progesterone 200mg - Women's Health medication by Hikma
drug_00516,Micronized Progesterone,Progesterone,EIPICO,Women's Health,133.91,EGP,Tablet,,True,Available,Micronized Progesterone - Women's Health medication by EIPICO
drug_00517,Yasmin,Drospirenone/Ethinyl Estradiol,Bayer,Women's Health,283.35,EGP,Tablet,,True,Limited,Yasmin - Women's Health medication by Bayer
drug_00518,Yaz,Drospirenone/Ethinyl Estradiol,Bayer,Women's Health,150.74,EGP,Tablet,,True,Limited,Yaz - Women's Health medication by Bayer
drug_00519,Drospirenone/Ethinyl Estradiol,Estradiol,Medical Union,Women's Health,54.16,EGP,Tablet,,True,Out of Stock,Drospirenone/Ethinyl Estradiol - Women's Health medication by Medical Union
drug_00520,Marvelon,Desogestrel/Ethinyl Estradiol,Merck,Women's Health,297.01,EGP,Tablet,,True,Available,Marvelon - Women's Health medication by Merck
drug_00521,Desogestrel/Ethinyl Estradiol,Estradiol,Boehringer Ingelheim,Women's Health,108.82,EGP,Tablet,,True,Limited,Desogestrel/Ethinyl Estradiol - Women's Health medication by Boehringer Ingelheim
drug_00522,Desogen,Unknown,Merck,Women's Health,207.12,EGP,Tablet,,True,Limited,Desogen - Women's Health medication by Merck
drug_00523,Lo Loestrin,Norethindrone/Ethinyl Estradiol,Actavis,Women's Health,330.43,EGP,Tablet,,True,Limited,Lo Loestrin - Women's Health medication by Actavis
drug_00524,Loestrin 24 Fe,Unknown,Merck,Women's Health,176.31,EGP,Tablet,,True,Available,Loestrin 24 Fe - Women's Health medication by Merck
