name,governorate,city,district,address,phone,location_url,district_id
صيدلية د. سيد محمود,الغربية,المركز الرئيسي,الحي 6,شارع 52، خلف المدرسة، الحي 6,0122129755,"https://www.google.com/maps?q=29.391571371181737,30.83755507172265",DIST-07-299
صيدلية رشدي - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 5,شارع 77، خلف المسجد، الحي 5,0154435115,"https://www.google.com/maps?q=30.501493988247805,30.71749192225293",DIST-22-273
صيدلية د. سيد سيد,الدقهلية,ميت غمر,الحي 6,شارع 65، خلف المسجد، الحي 6,0122751845,"https://www.google.com/maps?q=29.12359205374041,31.531771244130763",DIST-04-940
صيدلية رشدي - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 2,شارع 81، خلف البنك، الحي 2,0101592297,"https://www.google.com/maps?q=30.042442054671714,30.179913732547735",DIST-08-631
صيدلية د. إبراهيم حسين,كفر الشيخ,المركز الرئيسي,الحي 4,شارع 80، خلف البنك، الحي 4,0155878718,"https://www.google.com/maps?q=30.835910758109467,31.84493183181877",DIST-09-376
صيدلية صيدليات شاكر - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 10,شارع 88، خلف البنك، الحي 10,0114516862,"https://www.google.com/maps?q=30.017240180428434,31.02381188861869",DIST-16-206
صيدلية سيف - المركز الرئيسي,قنا,المركز الرئيسي,الحي 2,شارع 75، خلف المدرسة، الحي 2,0103158629,"https://www.google.com/maps?q=30.350078675898814,30.62566878744464",DIST-19-621
صيدلية 19011 - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 6,شارع 97، خلف المسجد، الحي 6,0111194859,"https://www.google.com/maps?q=29.95994076975857,30.146455398019384",DIST-25-721
صيدلية صيدلية المدينة - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 8,شارع 47، خلف المسجد، الحي 8,0123603492,"https://www.google.com/maps?q=29.63097403486724,30.806220619721053",DIST-14-527
صيدلية د. حسين سيد,أسيوط,المركز الرئيسي,الحي 4,شارع 23، خلف البنك، الحي 4,0119992672,"https://www.google.com/maps?q=29.336754883092016,31.405638374997462",DIST-17-960
صيدلية صيدلية المدينة - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 5,شارع 94، خلف المسجد، الحي 5,0107022179,"https://www.google.com/maps?q=30.920394233362124,30.47477275765763",DIST-20-835
صيدلية د. محمود محمد,أسوان,المركز الرئيسي,الحي 7,شارع 69، خلف المدرسة، الحي 7,0155868319,"https://www.google.com/maps?q=30.722443359297575,31.087208939734623",DIST-21-597
صيدلية علي وعلي - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 8,شارع 78، خلف المسجد، الحي 8,0157455336,"https://www.google.com/maps?q=30.967154780583407,30.45179100279089",DIST-16-621
صيدلية د. محمود علي,شمال سيناء,المركز الرئيسي,الحي 8,شارع 79، خلف المسجد، الحي 8,0106206887,"https://www.google.com/maps?q=30.377144016524486,30.036099400590935",DIST-25-196
صيدلية خليل - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 3,شارع 67، خلف المدرسة، الحي 3,0157875203,"https://www.google.com/maps?q=29.874743361449205,31.15514722121106",DIST-22-210
صيدلية العزبي - الشيخ زايد,الجيزة,الشيخ زايد,الحي 10,شارع 39، خلف المدرسة، الحي 10,0155045503,"https://www.google.com/maps?q=29.461483860969967,31.222743989435024",DIST-01-375
صيدلية د. حسين سيد,دمياط,المركز الرئيسي,الحي 9,شارع 26، خلف المدرسة، الحي 9,0122128793,"https://www.google.com/maps?q=30.438304723084823,30.246505407700923",DIST-10-257
صيدلية د. علي محمود,القاهرة,حلوان,الحي 5,شارع 23، خلف البنك، الحي 5,0111144077,"https://www.google.com/maps?q=30.375201709672645,31.044919299947328",DIST-00-807
صيدلية رشدي - المركز الرئيسي,كفر الشيخ,المركز الرئيسي,الحي 5,شارع 91، خلف المدرسة، الحي 5,0109861133,"https://www.google.com/maps?q=30.916962867073266,31.210519327244235",DIST-09-727
صيدلية سيف - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 10,شارع 10، خلف المسجد، الحي 10,0102179682,"https://www.google.com/maps?q=30.580017759101725,31.121496348724563",DIST-08-761
صيدلية مصر - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 10,شارع 95، خلف المسجد، الحي 10,0128938388,"https://www.google.com/maps?q=29.05600560532304,30.840092071161003",DIST-17-123
صيدلية د. علي حسين,الغربية,المركز الرئيسي,الحي 7,شارع 17، خلف البنك، الحي 7,0115056055,"https://www.google.com/maps?q=30.681083184778057,31.62774005698441",DIST-07-585
صيدلية صيدليات شاكر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 1,شارع 20، خلف المدرسة، الحي 1,0105131474,"https://www.google.com/maps?q=29.741106475554197,30.7398315500685",DIST-06-747
صيدلية د. حسن محمد,شمال سيناء,المركز الرئيسي,الحي 8,شارع 20، خلف البنك، الحي 8,0127475269,"https://www.google.com/maps?q=30.871999421175904,31.544805137993833",DIST-25-818
صيدلية سيف - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 2,شارع 87، خلف المدرسة، الحي 2,0109393793,"https://www.google.com/maps?q=29.64125401468256,31.134298672178645",DIST-26-625
صيدلية العزبي - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 8,شارع 67، خلف البنك، الحي 8,0126909595,"https://www.google.com/maps?q=29.101317159821853,31.365925677331067",DIST-15-378
صيدلية علي وعلي - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 6,شارع 5، خلف المدرسة، الحي 6,0122304058,"https://www.google.com/maps?q=29.76906277966135,30.95068176140427",DIST-16-510
صيدلية صيدليات شاكر - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 8,شارع 87، خلف البنك، الحي 8,0117658991,"https://www.google.com/maps?q=30.91338707602627,30.441041071292055",DIST-12-797
صيدلية خليل - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 1,شارع 47، خلف المسجد، الحي 1,0127301839,"https://www.google.com/maps?q=30.359268020989497,30.721256716730856",DIST-25-637
صيدلية سيف - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 6,شارع 86، خلف البنك، الحي 6,0127772149,"https://www.google.com/maps?q=30.143809219135434,31.048559989933313",DIST-10-491
صيدلية خليل - بلبيس,الشرقية,بلبيس,الحي 8,شارع 34، خلف المدرسة، الحي 8,0104669271,"https://www.google.com/maps?q=30.53453814553061,30.7843906859604",DIST-05-667
صيدلية العزبي - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 7,شارع 22، خلف المدرسة، الحي 7,0126770151,"https://www.google.com/maps?q=30.14799951317494,31.416753103025222",DIST-07-153
صيدلية 19011 - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 8,شارع 32، خلف المسجد، الحي 8,0158887442,"https://www.google.com/maps?q=29.03560094314178,30.704759840628743",DIST-24-154
صيدلية مصر - الشيخ زايد,الجيزة,الشيخ زايد,الحي 5,شارع 98، خلف البنك، الحي 5,0153576161,"https://www.google.com/maps?q=30.05855657018002,30.10500645534436",DIST-01-931
صيدلية صيدلية المدينة - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 1,شارع 66، خلف البنك، الحي 1,0154838905,"https://www.google.com/maps?q=29.700325989486352,31.294401901222",DIST-12-691
صيدلية رشدي - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 3,شارع 68، خلف المدرسة، الحي 3,0114672242,"https://www.google.com/maps?q=30.75963813856411,30.44012750875048",DIST-23-600
صيدلية مصر - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 10,شارع 59، خلف المسجد، الحي 10,0153741036,"https://www.google.com/maps?q=29.966365874771864,30.603708666997335",DIST-25-904
صيدلية د. إبراهيم علي,جنوب سيناء,المركز الرئيسي,الحي 3,شارع 27، خلف المدرسة، الحي 3,0106462477,"https://www.google.com/maps?q=30.136671263905612,30.47078268808",DIST-26-900
صيدلية د. محمد أحمد,الجيزة,الدقي,الحي 1,شارع 12، خلف المسجد، الحي 1,0157004004,"https://www.google.com/maps?q=29.437505238863906,31.415734806691386",DIST-01-832
صيدلية علي وعلي - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 2,شارع 56، خلف المدرسة، الحي 2,0104071736,"https://www.google.com/maps?q=30.874186458687813,31.20692777988889",DIST-24-989
صيدلية رشدي - المنتزة,الإسكندرية,المنتزة,الحي 3,شارع 50، خلف المسجد، الحي 3,0102313924,"https://www.google.com/maps?q=30.853177507104064,31.28021012660029",DIST-02-754
صيدلية صيدلية المدينة - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 10,شارع 28، خلف البنك، الحي 10,0111770316,"https://www.google.com/maps?q=29.560184338421756,31.406864676896845",DIST-03-394
صيدلية سيف - المركز الرئيسي,السويس,المركز الرئيسي,الحي 9,شارع 68، خلف المسجد، الحي 9,0157042356,"https://www.google.com/maps?q=29.76550703910115,30.34218591203613",DIST-13-370
صيدلية علي وعلي - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 5,شارع 77، خلف المدرسة، الحي 5,0123720080,"https://www.google.com/maps?q=29.504547791336947,30.228282443186686",DIST-26-859
صيدلية د. سيد حسن,القليوبية,المركز الرئيسي,الحي 4,شارع 17، خلف المدرسة، الحي 4,0152460508,"https://www.google.com/maps?q=30.831975831482488,31.2577746231441",DIST-03-242
صيدلية د. أحمد حسين,الشرقية,الزقازيق,الحي 7,شارع 99، خلف المسجد، الحي 7,0102628760,"https://www.google.com/maps?q=29.430763828839396,31.91838740751138",DIST-05-415
صيدلية مصر - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 10,شارع 96، خلف المسجد، الحي 10,0157468927,"https://www.google.com/maps?q=30.1810623284463,30.090099984978483",DIST-14-430
صيدلية د. علي أحمد,الجيزة,فيصل,الحي 3,شارع 42، خلف البنك، الحي 3,0158033677,"https://www.google.com/maps?q=29.88661551681295,31.90631066464641",DIST-01-833
صيدلية العزبي - المركز الرئيسي,السويس,المركز الرئيسي,الحي 9,شارع 90، خلف المدرسة، الحي 9,0123470326,"https://www.google.com/maps?q=29.162864088940605,30.77910464490305",DIST-13-591
صيدلية د. حسين إبراهيم,القاهرة,مدينة نصر,الحي 10,شارع 43، خلف البنك، الحي 10,0102694610,"https://www.google.com/maps?q=30.07435859872014,30.940386428178606",DIST-00-848
صيدلية صيدلية المدينة - المركز الرئيسي,كفر الشيخ,المركز الرئيسي,الحي 4,شارع 51، خلف المدرسة، الحي 4,0129918425,"https://www.google.com/maps?q=29.095174164377912,30.713637392473764",DIST-09-406
صيدلية د. حسن سيد,الغربية,المركز الرئيسي,الحي 9,شارع 92، خلف المسجد، الحي 9,0156538972,"https://www.google.com/maps?q=29.75087557780473,30.868785950035804",DIST-07-751
صيدلية علي وعلي - مصر الجديدة,القاهرة,مصر الجديدة,الحي 3,شارع 53، خلف المسجد، الحي 3,0153951332,"https://www.google.com/maps?q=30.4143107992713,30.947146863318732",DIST-00-257
صيدلية صيدلية المدينة - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 9,شارع 24، خلف المسجد، الحي 9,0111356647,"https://www.google.com/maps?q=29.318583977665345,30.19640967821999",DIST-24-383
صيدلية خليل - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 3,شارع 97، خلف المدرسة، الحي 3,0154527691,"https://www.google.com/maps?q=29.638435312981613,31.923150790616052",DIST-11-579
صيدلية خليل - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 6,شارع 44، خلف المسجد، الحي 6,0155538155,"https://www.google.com/maps?q=29.47538682135217,31.523312004146398",DIST-03-172
صيدلية مصر - العاشر من رمضان,الشرقية,العاشر من رمضان,الحي 2,شارع 36، خلف المدرسة، الحي 2,0122491081,"https://www.google.com/maps?q=29.724698785358175,30.219703248393998",DIST-05-360
صيدلية د. محمود محمود,أسوان,المركز الرئيسي,الحي 4,شارع 90، خلف البنك، الحي 4,0109659261,"https://www.google.com/maps?q=30.651480861265505,30.692085684190936",DIST-21-433
صيدلية العزبي - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 1,شارع 23، خلف المسجد، الحي 1,0152262015,"https://www.google.com/maps?q=29.460584024764746,30.114999366142357",DIST-15-914
صيدلية رشدي - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 3,شارع 74، خلف البنك، الحي 3,0158246423,"https://www.google.com/maps?q=30.802928504948593,31.001836147789778",DIST-23-563
صيدلية صيدلية المدينة - مصر الجديدة,القاهرة,مصر الجديدة,الحي 1,شارع 45، خلف المسجد، الحي 1,0101957914,"https://www.google.com/maps?q=30.346106639370937,31.62076875544769",DIST-00-269
صيدلية صيدليات شاكر - السنبلاوين,الدقهلية,السنبلاوين,الحي 5,شارع 64، خلف البنك، الحي 5,0106117985,"https://www.google.com/maps?q=30.33984588644492,31.574666860740646",DIST-04-854
صيدلية رشدي - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 5,شارع 8، خلف البنك، الحي 5,0114970247,"https://www.google.com/maps?q=30.20316858875308,30.94319885592112",DIST-24-115
صيدلية مصر - المركز الرئيسي,قنا,المركز الرئيسي,الحي 6,شارع 79، خلف المدرسة، الحي 6,0153671876,"https://www.google.com/maps?q=30.238026185331687,31.04929312403992",DIST-19-272
صيدلية د. حسين محمود,الوادي الجديد,المركز الرئيسي,الحي 10,شارع 88، خلف المدرسة، الحي 10,0152669195,"https://www.google.com/maps?q=30.98363595602557,30.693484662824794",DIST-23-657
صيدلية د. حسين أحمد,المنوفية,المركز الرئيسي,الحي 7,شارع 17، خلف المسجد، الحي 7,0101230543,"https://www.google.com/maps?q=30.03234061030854,31.72842442837283",DIST-06-250
صيدلية د. إبراهيم محمود,الفيوم,المركز الرئيسي,الحي 8,شارع 52، خلف المسجد، الحي 8,0118376709,"https://www.google.com/maps?q=30.845080712602382,30.378510638014674",DIST-14-683
صيدلية صيدليات شاكر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 8,شارع 31، خلف البنك، الحي 8,0112452541,"https://www.google.com/maps?q=29.033140815937664,30.977856609103558",DIST-06-366
صيدلية د. سيد إبراهيم,الغربية,المركز الرئيسي,الحي 9,شارع 56، خلف البنك، الحي 9,0121976253,"https://www.google.com/maps?q=30.942379055334182,31.262321398537775",DIST-07-933
صيدلية د. حسن محمود,الغربية,المركز الرئيسي,الحي 2,شارع 91، خلف المسجد، الحي 2,0124096226,"https://www.google.com/maps?q=29.671550271189734,31.353083153510926",DIST-07-117
صيدلية د. حسن علي,مطروح,المركز الرئيسي,الحي 1,شارع 58، خلف البنك، الحي 1,0103384122,"https://www.google.com/maps?q=29.457259803041595,30.096371506285692",DIST-24-773
صيدلية د. سيد حسين,بورسعيد,المركز الرئيسي,الحي 8,شارع 79، خلف البنك، الحي 8,0118483767,"https://www.google.com/maps?q=30.248415639810727,31.204540326341114",DIST-11-845
صيدلية د. إبراهيم محمد,المنيا,المركز الرئيسي,الحي 7,شارع 77، خلف المدرسة، الحي 7,0108160778,"https://www.google.com/maps?q=29.499230687477855,31.326375797383356",DIST-16-286
صيدلية د. سيد أحمد,سوهاج,المركز الرئيسي,الحي 9,شارع 82، خلف المسجد، الحي 9,0107961754,"https://www.google.com/maps?q=30.949895551917628,30.63108258776021",DIST-18-160
صيدلية د. علي حسن,القليوبية,المركز الرئيسي,الحي 4,شارع 16، خلف المدرسة، الحي 4,0156048639,"https://www.google.com/maps?q=30.449834212565463,30.151861565504664",DIST-03-902
صيدلية د. سيد أحمد,القليوبية,المركز الرئيسي,الحي 1,شارع 28، خلف المدرسة، الحي 1,0159076857,"https://www.google.com/maps?q=29.64521811688922,30.71784256157551",DIST-03-174
صيدلية رشدي - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 2,شارع 39، خلف البنك، الحي 2,0104958690,"https://www.google.com/maps?q=30.812034183912345,30.55693269239405",DIST-12-541
صيدلية خليل - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 6,شارع 19، خلف البنك، الحي 6,0153733081,"https://www.google.com/maps?q=30.616147850296525,30.812023312405632",DIST-08-392
صيدلية د. حسن حسين,القاهرة,شبرا,الحي 1,شارع 83، خلف المسجد، الحي 1,0118116386,"https://www.google.com/maps?q=30.2357460006198,31.287197675077344",DIST-00-942
صيدلية خليل - الرحاب,القاهرة,الرحاب,الحي 4,شارع 28، خلف المسجد، الحي 4,0158911531,"https://www.google.com/maps?q=30.89187343338369,31.861055893171997",DIST-00-120
صيدلية العزبي - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 3,شارع 62، خلف البنك، الحي 3,0113877055,"https://www.google.com/maps?q=29.057215636026744,31.313013258732752",DIST-06-642
صيدلية د. حسين حسين,البحر الأحمر,المركز الرئيسي,الحي 9,شارع 81، خلف المدرسة، الحي 9,0105271053,"https://www.google.com/maps?q=29.960012505173474,31.972069740851772",DIST-22-641
صيدلية سيف - حلوان,القاهرة,حلوان,الحي 4,شارع 66، خلف البنك، الحي 4,0103040701,"https://www.google.com/maps?q=30.568253287258674,31.788854486958375",DIST-00-217
صيدلية رشدي - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 9,شارع 69، خلف المسجد، الحي 9,0121572269,"https://www.google.com/maps?q=29.650606691500176,30.093078213205285",DIST-06-183
صيدلية خليل - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 7,شارع 24، خلف المسجد، الحي 7,0112036577,"https://www.google.com/maps?q=29.65220514644722,30.30892327558065",DIST-22-205
صيدلية مصر - المركز الرئيسي,قنا,المركز الرئيسي,الحي 4,شارع 95، خلف المسجد، الحي 4,0119809051,"https://www.google.com/maps?q=30.919262308625047,30.117949936713693",DIST-19-719
صيدلية العزبي - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 3,شارع 39، خلف المسجد، الحي 3,0102217348,"https://www.google.com/maps?q=30.081914225355845,31.820023270361187",DIST-11-857
صيدلية د. محمد حسين,الفيوم,المركز الرئيسي,الحي 8,شارع 3، خلف البنك، الحي 8,0125628778,"https://www.google.com/maps?q=29.939579078723,31.85964386888029",DIST-14-860
صيدلية د. محمود محمود,بورسعيد,المركز الرئيسي,الحي 1,شارع 56، خلف المسجد، الحي 1,0154436891,"https://www.google.com/maps?q=29.79416593799073,31.238124356371184",DIST-11-323
صيدلية 19011 - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 5,شارع 52، خلف البنك، الحي 5,0114453411,"https://www.google.com/maps?q=30.373809256023623,31.186390345406252",DIST-11-469
صيدلية صيدلية المدينة - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 1,شارع 77، خلف البنك، الحي 1,0156632176,"https://www.google.com/maps?q=29.30963020233919,30.834155549794453",DIST-07-730
صيدلية د. محمد علي,كفر الشيخ,المركز الرئيسي,الحي 10,شارع 11، خلف البنك، الحي 10,0111309666,"https://www.google.com/maps?q=30.137886987880844,31.066762994621055",DIST-09-551
صيدلية رشدي - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 9,شارع 44، خلف البنك، الحي 9,0125347466,"https://www.google.com/maps?q=30.5733257599844,31.05126668486826",DIST-24-143
صيدلية د. إبراهيم سيد,الجيزة,الدقي,الحي 10,شارع 69، خلف البنك، الحي 10,0117237362,"https://www.google.com/maps?q=30.945752596081583,30.493486700675636",DIST-01-897
صيدلية مصر - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 3,شارع 40، خلف المسجد، الحي 3,0108297461,"https://www.google.com/maps?q=30.031701723322794,31.104898214451328",DIST-24-108
صيدلية د. أحمد حسين,الشرقية,بلبيس,الحي 8,شارع 56، خلف البنك، الحي 8,0113927296,"https://www.google.com/maps?q=30.699918575413736,30.590993881136693",DIST-05-769
صيدلية علي وعلي - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 3,شارع 38، خلف المسجد، الحي 3,0117077621,"https://www.google.com/maps?q=30.896642222730186,31.726885810781837",DIST-08-666
صيدلية علي وعلي - 6 أكتوبر,الجيزة,6 أكتوبر,الحي 9,شارع 98، خلف البنك، الحي 9,0121828710,"https://www.google.com/maps?q=29.116071838565798,30.772275997810013",DIST-01-903
صيدلية رشدي - المعادي,القاهرة,المعادي,الحي 3,شارع 10، خلف المسجد، الحي 3,0123889947,"https://www.google.com/maps?q=30.254571781852285,31.65452511534762",DIST-00-969
صيدلية مصر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 10,شارع 96، خلف المدرسة، الحي 10,0127841704,"https://www.google.com/maps?q=29.696771146248746,30.695144920397766",DIST-06-697
صيدلية د. أحمد حسن,الأقصر,المركز الرئيسي,الحي 9,شارع 91، خلف البنك، الحي 9,0157200268,"https://www.google.com/maps?q=30.450391952894886,30.488943857552368",DIST-20-660
صيدلية العزبي - 6 أكتوبر,الجيزة,6 أكتوبر,الحي 3,شارع 83، خلف المدرسة، الحي 3,0121507220,"https://www.google.com/maps?q=29.139043138993205,31.99640730830201",DIST-01-192
صيدلية د. إبراهيم علي,جنوب سيناء,المركز الرئيسي,الحي 1,شارع 21، خلف المدرسة، الحي 1,0105963326,"https://www.google.com/maps?q=30.882540059723215,30.651194029133745",DIST-26-212
صيدلية خليل - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 3,شارع 24، خلف المسجد، الحي 3,0109721196,"https://www.google.com/maps?q=30.50237248696087,31.62473724155236",DIST-23-784
صيدلية مصر - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 5,شارع 62، خلف المسجد، الحي 5,0108570390,"https://www.google.com/maps?q=30.271826230818714,30.03926036523918",DIST-25-649
صيدلية د. محمد علي,كفر الشيخ,المركز الرئيسي,الحي 5,شارع 7، خلف المدرسة، الحي 5,0127316493,"https://www.google.com/maps?q=29.475539988929288,31.10527338387267",DIST-09-145
صيدلية العزبي - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 1,شارع 14، خلف المسجد، الحي 1,0102302815,"https://www.google.com/maps?q=30.874990442199568,31.14108338723597",DIST-12-699
صيدلية د. علي سيد,كفر الشيخ,المركز الرئيسي,الحي 4,شارع 17، خلف المدرسة، الحي 4,0151721089,"https://www.google.com/maps?q=29.343852564233654,30.87527246227527",DIST-09-263
صيدلية صيدليات شاكر - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 9,شارع 68، خلف المسجد، الحي 9,0114712148,"https://www.google.com/maps?q=29.350766538721018,31.914137023233515",DIST-22-146
صيدلية د. حسين حسين,كفر الشيخ,المركز الرئيسي,الحي 8,شارع 23، خلف البنك، الحي 8,0151086998,"https://www.google.com/maps?q=29.735695649650065,30.87825989724202",DIST-09-946
صيدلية خليل - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 2,شارع 34، خلف المدرسة، الحي 2,0153422055,"https://www.google.com/maps?q=29.916491742425073,31.350205524580545",DIST-24-956
صيدلية مصر - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 2,شارع 94، خلف المسجد، الحي 2,0103350893,"https://www.google.com/maps?q=30.671691278395045,31.488183478225476",DIST-16-155
صيدلية د. إبراهيم محمود,الغربية,المركز الرئيسي,الحي 1,شارع 68، خلف المسجد، الحي 1,0113483271,"https://www.google.com/maps?q=30.55361587498983,30.908935968993386",DIST-07-438
صيدلية العزبي - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 4,شارع 18، خلف المدرسة، الحي 4,0122103155,"https://www.google.com/maps?q=29.59980665387875,30.342995665745832",DIST-07-973
صيدلية سيف - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 6,شارع 56، خلف المسجد، الحي 6,0101435341,"https://www.google.com/maps?q=29.801915153736836,30.704665971372705",DIST-12-883
صيدلية علي وعلي - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 8,شارع 61، خلف المسجد، الحي 8,0103007866,"https://www.google.com/maps?q=30.366424777483786,30.938057535309913",DIST-08-616
صيدلية صيدليات شاكر - ميت غمر,الدقهلية,ميت غمر,الحي 5,شارع 90، خلف المسجد، الحي 5,0121344202,"https://www.google.com/maps?q=30.573626440407914,30.200553583002375",DIST-04-614
صيدلية رشدي - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 6,شارع 20، خلف البنك، الحي 6,0109456982,"https://www.google.com/maps?q=29.718319397849623,31.021957300920196",DIST-11-288
صيدلية رشدي - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 8,شارع 4، خلف البنك، الحي 8,0159255599,"https://www.google.com/maps?q=30.46417022281587,31.554981739525314",DIST-24-437
صيدلية العزبي - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 1,شارع 96، خلف البنك، الحي 1,0111993344,"https://www.google.com/maps?q=29.92093948107931,31.587521468606425",DIST-07-752
صيدلية د. محمود حسين,القاهرة,حلوان,الحي 1,شارع 61، خلف البنك، الحي 1,0107058755,"https://www.google.com/maps?q=29.403435717944692,30.788322052499048",DIST-00-575
صيدلية 19011 - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 7,شارع 50، خلف البنك، الحي 7,0106674349,"https://www.google.com/maps?q=29.04030656818636,31.491596959711604",DIST-10-179
صيدلية سيف - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 4,شارع 15، خلف المدرسة، الحي 4,0105750642,"https://www.google.com/maps?q=29.526269587671873,30.20285873375464",DIST-23-182
صيدلية العزبي - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 1,شارع 74، خلف المدرسة، الحي 1,0103823745,"https://www.google.com/maps?q=29.370460266219933,30.562008019104717",DIST-20-650
صيدلية سيف - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 1,شارع 51، خلف المسجد، الحي 1,0113048905,"https://www.google.com/maps?q=30.880461343879645,31.242755680707198",DIST-10-110
صيدلية سيف - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 2,شارع 2، خلف المسجد، الحي 2,0127974124,"https://www.google.com/maps?q=30.4708917348541,30.844608555356256",DIST-20-490
صيدلية خليل - سيدي جابر,الإسكندرية,سيدي جابر,الحي 3,شارع 30، خلف المدرسة، الحي 3,0156458279,"https://www.google.com/maps?q=30.714798015403737,31.165841830361835",DIST-02-986
صيدلية سيف - المركز الرئيسي,السويس,المركز الرئيسي,الحي 8,شارع 65، خلف المدرسة، الحي 8,0116407356,"https://www.google.com/maps?q=29.505421435089204,31.137776357072827",DIST-13-895
صيدلية صيدلية المدينة - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 1,شارع 41، خلف البنك، الحي 1,0159906686,"https://www.google.com/maps?q=29.849119482037786,30.21357143059224",DIST-11-657
صيدلية العزبي - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 3,شارع 32، خلف البنك، الحي 3,0112380019,"https://www.google.com/maps?q=29.134812580868903,31.26852606958861",DIST-15-206
صيدلية رشدي - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 3,شارع 46، خلف المدرسة، الحي 3,0154523694,"https://www.google.com/maps?q=30.82296568386691,31.607214521300982",DIST-24-205
صيدلية العزبي - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 3,شارع 84، خلف البنك، الحي 3,0122141915,"https://www.google.com/maps?q=29.652287870109127,30.2322402093227",DIST-21-401
صيدلية د. علي علي,أسوان,المركز الرئيسي,الحي 10,شارع 79، خلف المسجد، الحي 10,0127644039,"https://www.google.com/maps?q=30.784280877968417,31.837470633200244",DIST-21-660
صيدلية صيدليات شاكر - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 6,شارع 93، خلف البنك، الحي 6,0116907467,"https://www.google.com/maps?q=29.641125488238263,30.97211398963835",DIST-20-622
صيدلية 19011 - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 2,شارع 9، خلف المسجد، الحي 2,0126161501,"https://www.google.com/maps?q=30.318104885967713,30.384599850677393",DIST-23-922
